Ship,Duration,Level,Target Artifact,Ancient puzzle cube,Puzzle cube,Puzzle cube (Epic),Mystical puzzle cube,Mystical puzzle cube (Rare),Unsolvable puzzle cube,Unsolvable puzzle cube (Rare),Unsolvable puzzle cube (Epic),Unsolvable puzzle cube (Legendary),Basic lunar totem,Lunar totem,Lunar totem (Rare),Powerful lunar totem,Powerful lunar totem (Rare),Eggceptional lunar totem,Eggceptional lunar totem (Rare),Eggceptional lunar totem (Epic),Eggceptional lunar totem (Legendary),Simple Demeters necklace,Jeweled Demeters necklace,Jeweled Demeters necklace (Rare),Pristine Demeters necklace,Pristine Demeters necklace (Rare),Pristine Demeters necklace (Epic),Beggspoke Demeters necklace,Beggspoke Demeters necklace (Rare),Beggspoke Demeters necklace (Epic),Beggspoke Demeters necklace (Legendary),Tiny vial of Martian dust,Vial of Martian dust,Vial of Martian dust (Rare),Hermetic vial of Martian dust,Hermetic vial of Martian dust (Epic),Prime vial of Martian dust,Prime vial of Martian dust (Rare),Prime vial of Martian dust (Legendary),Plain Aurelian brooch,Aurelian brooch,Jeweled Aurelian brooch,Jeweled Aurelian brooch (Rare),Jeweled Aurelian brooch (Epic),Eggceptional Aurelian brooch,Eggceptional Aurelian brooch (Rare),Eggceptional Aurelian brooch (Epic),Eggceptional Aurelian brooch (Legendary),Crude tungsten ankh,Tungsten ankh,Tungsten ankh (Rare),Polished tungsten ankh,Polished tungsten ankh (Rare),Polished tungsten ankh (Legendary),Brilliant tungsten ankh,Brilliant tungsten ankh (Rare),Brilliant tungsten ankh (Legendary),Plain gusset,Ornate gusset,Ornate gusset (Epic),Distegguished gusset,Distegguished gusset (Rare),Jeweled gusset,Jeweled gusset (Epic),Jeweled gusset (Legendary),Weak neodymium medallion,Neodymium medallion,Neodymium medallion (Rare),Precise neodymium medallion,Precise neodymium medallion (Epic),Eggceptional neodymium medallion,Eggceptional neodymium medallion (Rare),Eggceptional neodymium medallion (Epic),Eggceptional neodymium medallion (Legendary),Misaligned Mercury's lens,Mercury's lens,Mercury's lens (Rare),Precise Mercury's lens,Precise Mercury's lens (Rare),Meggnificent Mercury's lens,Meggnificent Mercury's lens (Rare),Meggnificent Mercury's lens (Epic),Meggnificent Mercury's lens (Legendary),Dull beak of Midas,Beak of Midas,Jeweled beak of Midas,Jeweled beak of Midas (Rare),Glistening beak of Midas,Glistening beak of Midas (Rare),Glistening beak of Midas (Legendary),Simple carved rainstick,Carved rainstick,Ornate carved rainstick,Meggnificent carved rainstick,Meggnificent carved rainstick (Epic),Meggnificent carved rainstick (Legendary),Miscalibrated interstellar compass,Interstellar compass,Precise interstellar compass,Precise interstellar compass (Rare),Clairvoyant interstellar compass,Clairvoyant interstellar compass (Rare),Clairvoyant interstellar compass (Epic),Clairvoyant interstellar compass (Legendary),Plain chalice,Polished chalice,Polished chalice (Epic),Jeweled chalice,Jeweled chalice (Rare),Jeweled chalice (Epic),Eggceptional chalice,Eggceptional chalice (Epic),Eggceptional chalice (Legendary),Tattered phoenix feather,Phoenix feather,Brilliant phoenix feather,Brilliant phoenix feather (Rare),Blazing phoenix feather,Blazing phoenix feather (Rare),Blazing phoenix feather (Legendary),Misaligned quantum metronome,Adequate quantum metronome,Adequate quantum metronome (Rare),Perfect quantum metronome,Perfect quantum metronome (Rare),Perfect quantum metronome (Epic),Reggference quantum metronome,Reggference quantum metronome (Rare),Reggference quantum metronome (Epic),Reggference quantum metronome (Legendary),Dilithium monocle,Precise dilithium monocle,Eggsacting dilithium monocle,Flawless dilithium monocle,Flawless dilithium monocle (Epic),Flawless dilithium monocle (Legendary),Inconsistent titanium actuator,Titanium actuator,Precise titanium actuator,Precise titanium actuator (Rare),Reggference titanium actuator,Reggference titanium actuator (Epic),Reggference titanium actuator (Legendary),Ship in a bottle,Detailed ship in a bottle,Complex ship in a bottle,Complex ship in a bottle (Rare),Eggquisite ship in a bottle,Eggquisite ship in a bottle (Rare),Eggquisite ship in a bottle (Epic),Eggquisite ship in a bottle (Legendary),Weak tachyon deflector,Tachyon deflector,Robust tachyon deflector,Robust tachyon deflector (Rare),Book of Basan,Collectors book of Basan,Fortified book of Basan,Fortified book of Basan (Epic),Dim light of Eggendil,Shimmering light of Eggendil,Shimmering light of Eggendil (Rare),Glowing light of Eggendil,Glowing light of Eggendil (Rare),Brilliant light of Eggendil,Brilliant light of Eggendil (Epic),Brilliant light of Eggendil (Legendary),Lunar stone,Eggsquisite lunar stone,Meggnificent lunar stone,Shell stone,Eggsquisite shell stone,Flawless shell stone,Tachyon stone,Eggsquisite tachyon stone,Brilliant tachyon stone,Terra stone,Rich terra stone,Eggceptional terra stone,Soul stone,Eggsquisite soul stone,Radiant soul stone,Dilithium stone,Eggsquisite dilithium stone,Quantum stone,Phased quantum stone,Meggnificent quantum stone,Life stone,Good life stone,Eggceptional life stone,Clarity stone,Eggsquisite clarity stone,Prophecy stone,Eggsquisite prophecy stone,Tiny gold meteorite,Enriched gold meteorite,Solid gold meteorite,Tau Ceti geode piece,Glimmering Tau Ceti geode,Radiant Tau Ceti geode,Solar titanium ore,Solar titanium bar,Solar titanium geogon,Clarity Stone Fragment,Dilithium Stone Fragment,Life Stone Fragment,Lunar Stone Fragment,Prophecy Stone Fragment,Quantum Stone Fragment,Shell Stone Fragment,Soul Stone Fragment,Tachyon Stone Fragment,Terra Stone Fragment
Chickfiant,Short,4,Tungsten ankh,0,0,0,11,1,0,0,0,0,0,47,1,17,2,0,0,0,0,0,27,1,56,2,0,0,0,0,0,0,110,12,0,0,0,0,0,0,76,17,5,0,0,0,0,0,112,265,14,1,0,0,0,0,0,0,98,1,0,0,0,0,0,22,100,11,12,0,0,0,0,0,56,52,5,0,0,0,0,0,0,89,66,0,0,0,0,0,175,46,0,0,0,0,160,42,0,0,0,0,0,0,188,60,1,0,0,0,0,0,0,215,9,0,0,0,0,0,99,4,1,0,0,0,0,0,0,0,88,0,0,0,0,0,79,0,0,0,0,0,0,40,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,3,0,12,0,0,13,0,0,0,0,13,0,0,8,0,0,0,0,0,0,0,58,0,0,0,0,117,33,0,35,50,40,0,24,25,0,34,13,46
Chickfiant,Short,4,UNKNOWN,0,0,0,8472,861,0,0,0,0,0,14745,554,13127,678,0,0,0,0,0,10943,344,28163,1427,295,0,0,0,0,0,45177,4849,406,2,0,0,0,0,25473,9845,1096,121,0,0,0,0,0,44961,1978,657,68,0,0,0,0,0,43015,492,108,7,0,0,0,13544,45224,4095,6060,35,0,0,0,0,24832,30960,3293,41,6,0,0,0,0,32707,36637,989,92,0,0,0,62097,18778,0,0,0,0,67836,20826,0,0,0,0,0,0,75402,23116,287,30,3,0,0,0,0,89107,6074,0,0,0,0,0,43094,4173,293,0,0,0,0,0,0,0,38102,798,0,0,0,0,36678,405,0,0,0,0,0,18237,0,0,0,0,0,0,0,2597,0,0,0,209,0,0,0,27,0,0,0,0,0,0,0,1950,449,0,0,931,0,1388,893,0,5496,74,0,5494,0,0,700,0,4363,259,0,2795,0,0,19,0,0,0,0,32356,0,0,258,0,40910,21108,0,13907,17816,20507,0,10977,13924,0,15262,4164,19348
Chickfiant,Short,4,Vial of Martian dust,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,12,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,8,0,0,0,0,0,12,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,2,0,5,0,0,1,0,2,1,2
Chickfiant,Short,5,Aurelian brooch,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,9,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Chickfiant,Short,5,Beak of Midas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickfiant,Short,5,Book of Basan,0,0,0,16,0,0,0,0,0,0,23,0,10,2,0,0,0,0,0,12,0,31,2,0,0,0,0,0,0,66,8,0,0,0,0,0,0,37,9,0,1,0,0,0,0,0,55,4,0,0,0,0,0,0,0,46,1,0,0,0,0,0,21,49,3,10,0,0,0,0,0,37,40,2,0,0,0,0,0,0,45,38,2,0,0,0,0,86,29,0,0,0,0,91,24,0,0,0,0,0,0,102,29,1,0,0,0,0,0,0,108,10,0,0,0,0,0,59,4,2,0,0,0,0,0,0,0,38,2,0,0,0,0,31,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,10,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,39,0,0,3,0,67,25,0,13,27,29,0,19,17,0,23,6,21
Chickfiant,Short,5,CLARITY_STONE_FRAGMENT,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,19,1,0,0,0,0,0,4,10,0,1,0,0,0,0,0,8,12,0,0,0,0,0,0,0,5,18,0,0,0,0,0,20,11,0,0,0,0,19,8,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,23,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,13,4,4,0,1,4,0,0,0,2
Chickfiant,Short,5,DILITHIUM_STONE_FRAGMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickfiant,Short,5,Demeters necklace,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,14,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,13,2,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,5,6,0,0,0,0,0,12,2,0,0,0,0,8,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,11,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,2,1,1,0,1,1,0,3,0,2
Chickfiant,Short,5,Dilithium monocle,0,0,0,1,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,13,1,1,0,0,0,0,0,4,9,1,0,0,0,0,0,0,5,7,0,0,0,0,0,11,1,0,0,0,0,15,5,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,18,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,6,0,5,3,1,0,2,3,0,4,0,4
Chickfiant,Short,5,Dilithium stone,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,7,2,0,0,0,0,6,3,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,2,4,2,0,1,1,0,0,2,1
Chickfiant,Short,5,Gold meteorite,0,0,0,185,15,0,0,0,0,0,307,9,294,7,0,0,0,0,0,235,3,640,32,10,0,0,0,0,0,1026,107,12,0,0,0,0,0,582,215,32,2,0,0,0,0,0,1064,43,17,1,0,0,0,0,0,920,8,1,0,0,0,0,293,1039,99,129,1,0,0,0,0,549,676,75,1,0,0,0,0,0,751,798,29,2,0,0,0,1457,422,0,0,0,0,1524,448,0,0,0,0,0,0,1755,475,3,1,0,0,0,0,0,2111,137,0,0,0,0,0,894,77,6,0,0,0,0,0,0,0,821,21,0,0,0,0,820,13,0,0,0,0,0,399,0,0,0,0,0,0,0,49,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,54,7,0,0,19,0,43,19,0,127,1,0,111,0,0,14,0,95,4,0,52,0,0,0,0,0,0,3022,1715,0,0,8,0,980,397,0,280,430,454,0,226,336,0,355,79,413
Chickfiant,Short,5,Gusset,0,0,0,8,1,0,0,0,0,0,11,0,12,0,0,0,0,0,0,3,1,24,1,2,0,0,0,0,0,46,7,0,0,0,0,0,0,24,6,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,34,108,1,0,0,0,0,0,16,41,3,6,0,0,0,0,0,26,35,1,0,0,0,0,0,0,32,29,0,0,0,0,0,57,15,0,0,0,0,66,12,0,0,0,0,0,0,64,24,2,0,0,0,0,0,0,92,8,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,35,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,6,0,0,7,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,34,0,0,0,0,41,16,0,18,20,11,0,10,12,0,13,2,17
Chickfiant,Short,5,Interstellar compass,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,6,3,0,0,0,0,0,8,1,0,0,0,0,11,8,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,19,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,0,4,5,1,0,2,3,0,2,0,7
Chickfiant,Short,5,Life stone,0,0,0,1,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,6,1,10,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,5,9,0,2,0,0,0,0,0,8,3,1,0,0,0,0,0,0,8,13,0,0,0,0,0,19,4,0,0,0,0,22,8,0,0,0,0,0,0,23,6,0,0,0,0,0,0,0,24,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,0,0,1,0,13,2,0,6,2,9,0,2,3,0,5,1,6
Chickfiant,Short,5,Light of Eggendil,0,0,0,4,2,0,0,0,0,0,6,0,7,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,5,20,2,3,0,0,0,0,0,6,11,0,0,0,0,0,0,0,17,12,0,0,0,0,0,26,9,0,0,0,0,32,10,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,23,1,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,11,3,0,0,0,0,12,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,13,5,0,4,8,8,0,6,3,0,8,5,5
Chickfiant,Short,5,Lunar stone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0,2
Chickfiant,Short,5,Lunar totem,0,0,0,32,4,0,0,0,0,157,366,18,139,6,0,0,0,0,0,47,2,135,11,2,0,0,0,0,0,199,34,2,0,0,0,0,0,119,41,5,1,0,0,0,0,0,211,8,6,0,0,0,0,0,0,169,1,0,0,0,0,0,61,210,24,31,0,0,0,0,0,122,148,12,0,0,0,0,0,0,146,173,3,0,0,0,0,287,77,0,0,0,0,352,115,0,0,0,0,0,0,365,100,0,0,0,0,0,0,0,431,35,0,0,0,0,0,186,19,0,0,0,0,0,0,0,0,171,4,0,0,0,0,155,0,0,0,0,0,0,75,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,4,0,8,4,0,21,0,0,16,0,0,5,0,13,1,0,14,0,0,0,0,0,0,0,155,0,0,0,0,189,97,0,56,79,91,0,49,58,0,81,24,83
Chickfiant,Short,5,Mercury's lens,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,3,0,6,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,3,9,1,2,0,0,0,0,0,8,6,6,0,0,0,0,0,0,4,11,0,0,0,0,0,12,4,0,0,0,0,15,2,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,13,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0,2,4,8,0,2,1,0,3,0,3
Chickfiant,Short,5,PROPHECY_STONE_FRAGMENT,0,0,0,6,1,0,0,0,0,0,19,0,15,0,0,0,0,0,0,15,0,28,1,0,0,0,0,0,0,47,4,0,0,0,0,0,0,31,7,1,1,0,0,0,0,0,42,3,1,0,0,0,0,0,0,46,1,0,0,0,0,0,12,36,5,4,0,0,0,0,0,31,31,1,0,0,0,0,0,0,44,24,1,0,0,0,0,87,20,0,0,0,0,88,21,0,0,0,0,0,0,97,27,2,0,0,0,0,0,0,99,12,0,0,0,0,0,53,3,0,0,0,0,0,0,0,0,33,0,0,0,0,0,38,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,1,0,4,0,0,4,0,0,1,0,7,0,0,3,0,0,0,0,0,0,0,41,0,0,1,0,49,16,0,21,25,26,0,31,11,0,19,4,20
Chickfiant,Short,5,Phoenix feather,0,0,0,5,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,9,1,14,2,0,0,0,0,0,0,27,5,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,23,1,0,1,0,0,0,0,0,16,0,0,0,0,0,0,6,25,1,1,0,0,0,0,0,11,17,2,0,0,0,0,0,0,21,16,0,0,0,0,0,35,10,0,0,0,0,39,14,0,0,0,0,0,0,50,8,0,0,0,0,0,0,0,69,14,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,24,10,0,6,16,11,0,4,9,0,10,1,12
Chickfiant,Short,5,Prophecy stone,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,6,8,0,0,0,0,0,8,2,0,0,0,0,10,1,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,1,0,4,2,0,4,0,4
Chickfiant,Short,5,Puzzle cube,5,11,0,5,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,12,1,2,1,0,0,0,0,6,7,1,0,0,0,0,0,0,10,6,0,0,0,0,0,9,3,0,0,0,0,14,6,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,28,1,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,6,0,2,5,7,0,2,3,0,4,0,8
Chickfiant,Short,5,Quantum metronome,0,0,0,7,0,0,0,0,0,0,24,1,20,0,0,0,0,0,0,14,0,44,0,0,0,0,0,0,0,51,7,0,0,0,0,0,0,25,14,0,1,0,0,0,0,0,68,3,0,0,0,0,0,0,0,59,0,1,0,0,0,0,25,60,11,5,1,0,0,0,0,41,43,4,0,0,0,0,0,0,51,58,1,0,0,0,0,101,20,0,0,0,0,111,23,0,0,0,0,0,0,137,27,0,0,0,0,0,0,0,135,13,0,0,0,0,0,150,20,0,0,0,0,0,0,0,0,42,1,0,0,0,0,55,0,0,0,0,0,0,17,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,1,2,0,8,0,0,8,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,49,0,0,0,0,59,28,0,18,22,31,0,20,13,0,13,5,20
Chickfiant,Short,5,Quantum stone,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,6,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,9,0,0,0,0,0,8,3,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,9,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,5,0,3,5,2,0,3,1,0,4,2,2
